,nflId,height,weight,birthDate,collegeName,position,displayName
808,2558259,72,198,1995-07-20,Central Florida,CB,Shaquill Griffin
809,2558925,72,240,1994-01-10,Villanova,LB,Austin Calitro
810,2560835,71,220,1996-02-02,San Diego State,RB,Rashaad Penny
811,2561046,76,267,1996-07-08,Washington,TE,Will Dissly
812,2532890,71,240,1990-09-28,California,OLB,Mychal Kendricks
813,2540140,77,235,1990-10-04,Louisiana State,OLB,Barkevious Mingo
814,2552629,75,260,1993-06-14,Michigan,DE,Frank Clark
815,2556603,72,235,1993-08-16,USC,FB,Tre Madden
816,2558856,72,215,1995-01-15,East Central,WR,David Moore
817,2555417,73,225,1994-05-20,Notre Dame,RB,C.J. Prosise
818,2553439,69,221,1993-02-19,South Carolina,RB,Mike Davis
819,2535964,72,208,1989-05-18,Louisville,WR,Josh Bellamy
820,2555356,70,191,1993-12-13,Navy,WR,Keenan Reynolds
821,2560800,73,215,1995-04-14,Oklahoma,QB,Baker Mayfield
822,2560830,72,210,1996-09-30,Colorado,CB,Isaiah Oliver
823,2553568,75,207,1992-09-21,Illinois State,WR,Cameron Meredith
824,2558954,74,221,1990-08-23,Brigham Young,QB,Taysom Hill
825,2561061,72,184,1996-01-22,Louisiana State,WR,Russell Gage
826,2560946,73,190,1996-02-20,Boston College,DB,Isaac Yiadom
827,496814,74,235,1986-06-04,Marshall,OLB,Albert McClellan
828,2539937,69,205,1991-02-23,Syracuse,SS,Shamarko Thomas
829,2560915,70,200,1997-03-29,Miami (Fla.),HB,Mark Walton
830,2561093,72,225,1995-01-14,Maryland,LB,Jermaine Carter
831,2555331,75,205,1994-04-17,Mississippi,WR,Cody Core
832,2556762,73,234,1993-08-17,Idaho,RB,Elijhaa Penny
833,2561017,70,205,1996-04-27,Temple,DB,Sean Chandler
834,2543456,77,255,1993-02-14,South Carolina,DE,Jadeveon Clowney
835,2495488,77,288,1989-03-22,Wisconsin,DE,J.J. Watt
836,2560718,74,234,1995-11-08,Alabama,LB,Rashaan Evans
837,2561340,71,185,1996-03-05,Vanderbilt,CB,Tre Herndon
838,2552401,74,243,1992-03-24,Southern Illinois,TE,MyCole Pruitt
839,2556798,73,180,1992-05-16,Youngstown State,CB,Kenneth Durden
840,2539964,69,185,1990-11-19,Texas,WR,Marquise Goodwin
841,2499278,72,225,1989-07-05,Southern California,OLB,Malcolm Smith
842,2557837,73,228,1994-04-04,Alabama,OLB,Reuben Foster
843,2560850,69,193,1996-11-11,Kansas State,DB,D.J. Reed
844,2559076,76,210,1995-08-14,Hawaii,WR,Marcus Kemp
845,2543494,74,252,1991-03-19,Auburn,DE,Dee Ford
846,2561117,74,200,1996-08-16,Southern Mississippi,DB,Tarvarius Moore
847,2553728,70,197,1992-04-09,Purdue,RB,Raheem Mostert
848,2552409,75,216,1993-01-20,Louisville,WR,DeVante Parker
849,2495159,70,215,1987-09-16,East Carolina,WR,Dwayne Harris
850,2559054,72,225,1995-07-10,Greenville,ILB,Nicholas Morrow
851,2553552,76,253,1992-01-16,Bowie State,TE,Khari Lee
852,2559208,72,195,1994-04-15,Pittsburgh,CB,Ryan Lewis
853,2560801,69,190,1996-10-15,Clemson,WR,Ray-Ray McCloud
854,2561099,70,205,1995-06-30,Cincinnati,RB,Mike Boone
855,2495331,70,185,1988-09-24,Southern Methodist,WR,Aldrick Robinson
856,2559012,73,230,1994-09-26,Cincinnati,OLB,Eric Wilson
857,2543500,75,215,1992-07-16,Vanderbilt,WR,Jordan Matthews
858,2555259,77,237,1992-12-30,North Dakota State,QB,Carson Wentz
859,2560949,74,225,1996-10-29,Notre Dame,RB,Josh Adams
860,2555261,76,235,1992-12-11,North Carolina State,QB,Jacoby Brissett
861,2558116,69,208,1994-12-02,Texas-El Paso,RB,Aaron Jones
862,2553710,72,203,1992-02-22,Texas A&M,SS,Deshazor Everett
863,2507232,73,207,1984-09-03,Colorado,K,Mason Crosby
864,2560868,78,208,1995-10-30,Alabama,P,J.K. Scott
865,2561156,75,240,1994-05-21,Mississippi State,LS,Hunter Bradley
866,2560764,69,190,1995-11-17,Southern U.,DB,Danny Johnson
867,2560984,75,233,1995-03-21,Vanderbilt,LB,Oren Burks
868,2559164,74,196,1995-01-06,Brigham Young,CB,Michael Davis
869,2541544,70,218,1990-07-07,Middle Tennessee State,RB,Benny Cunningham
870,497238,77,260,1988-06-16,Oklahoma,TE,Jermaine Gresham
871,2534871,72,233,1990-10-18,UCLA,FB,Derrick Coleman
872,2560901,74,199,1995-11-24,Louisiana State,DB,Kevin Toliver
873,2560858,76,215,1997-02-10,UCLA,QB,Josh Rosen
874,2532966,72,242,1990-06-27,Utah State,MLB,Bobby Wagner
875,2560728,75,203,1995-06-02,Oklahoma State,CB,Tre Flowers
876,2558159,71,202,1995-07-26,Louisiana Tech,FS,Xavier Woods
877,2560754,73,198,1995-11-17,Maryland,DB,J.C. Jackson
878,2561157,70,185,1996-04-17,Western Carolina,DB,Keion Crossen
879,2555380,70,200,1993-11-29,Alabama,CB,Cyrus Jones
880,2535609,74,216,1989-06-28,Portland State,CB,DeShawn Shead
881,2506861,70,185,1983-07-19,Shippensburg,CB,Brent Grimes
882,2543643,71,195,1991-07-06,San Diego State,SS,Nat Berhe
883,2556567,72,209,1992-10-14,South Carolina,S,Isaiah Johnson
884,2560741,74,196,1997-03-28,Texas,CB,Holton Hill
885,2530852,74,235,1987-12-07,Ohio State,LS,Jake McQuaide
886,2535663,77,241,1990-02-08,Oregon State,P,Johnny Hekker
887,2560782,72,244,1995-01-25,Virginia,LB,Micah Kiser
888,2561653,74,205,1995-01-03,Prairie View,WR,KhaDarel Hodge
889,2560898,70,198,1995-09-02,Jacksonville State,RB,Roc Thomas
890,2560770,71,208,1997-08-03,Southern California,RB,Ronald Jones
891,81284,72,229,1986-10-07,Missouri,QB,Chase Daniel
892,2552033,76,231,1994-01-06,Florida State,QB,Jameis Winston
893,2553774,72,229,1993-08-04,Syracuse,OLB,Cameron Lynch
894,2560051,75,215,1996-04-04,Pennsylvania,WR,Justin Watson
895,2555155,72,200,1993-08-14,Miami,SS,Deon Bush
896,2555381,72,202,1993-04-13,William & Mary,FS,DeAndre Houston-Carson
897,2560939,74,221,1994-09-11,Georgia,WR,Javon Wims
898,2560750,73,226,1995-10-12,Western Kentucky,LB,Joel Iyiegbuniwe
899,2556588,75,255,1994-08-06,South Florida,DE,Eric Lee
900,2560814,75,205,1995-05-23,Missouri,WR,J'Mon Moore
901,2560982,72,198,1995-07-13,Alabama,CB,Tony Brown
902,2495467,72,195,1988-07-26,Eastern Washington,RB,Taiwan Jones
903,2561029,71,180,1997-01-14,Texas Tech,WR,Keke Coutee
904,2558832,77,267,1993-09-19,Virginia Commonwealth,TE,Mo Alie-Cox
905,2556394,71,190,1992-09-15,Georgia Tech,CB,Chris Milton
906,2557995,72,207,1993-03-09,Florida,FS,Marcus Maye
907,2541864,75,245,1991-11-07,Columbia,OLB,Josh Martin
908,744,80,300,1986-09-01,Miami,DE,Calais Campbell
909,2532873,77,290,1990-01-11,Tennessee,DT,Malik Jackson
910,2553431,75,255,1994-08-03,Florida,OLB,Dante Fowler Jr.
911,2543563,72,230,1991-10-07,Boston College,ILB,Kevin Pierre-Louis
912,2559058,72,194,1995-06-14,Georgia,S,Maurice Smith
913,2539289,69,195,1989-04-28,Oregon,RB,Kenjon Barner
914,2543724,73,200,1991-06-19,Liberty,CB,Walt Aikens
915,2533436,79,240,1990-11-22,Arizona State,QB,Brock Osweiler
916,2556542,74,230,1992-07-02,Pittsburgh,LB,Nicholas Grigsby
917,494277,72,205,1988-06-16,Mississippi,FS,Kendrick Lewis
918,2533039,75,218,1990-02-14,South Carolina,WR,Alshon Jeffery
919,2540279,70,184,1990-11-23,Connecticut,WR,Nick Williams
920,2560795,69,184,1996-03-31,Pittsburgh,CB,Avonte Maddox
921,2530747,70,192,1988-09-21,Stanford,WR,Doug Baldwin
922,2558077,73,216,1995-11-26,Michigan,SS,Lano Hill
923,2543823,70,191,1992-02-23,Missouri,CB,E.J. Gaines
924,2535869,74,195,1988-02-09,Temple,WR,Rod Streater
925,2557922,74,215,1993-11-16,Iowa,QB,C.J. Beathard
926,2532790,70,175,1989-12-29,Miami,WR,Travis Benjamin
927,2558971,74,195,1994-06-25,Iowa,CB,Greg Mabin
928,2532431,73,234,1988-02-11,North Texas,OLB,Craig Robertson
929,2561317,73,191,1995-04-06,Bethune-Cookman,WR,Jawill Davis
930,71407,76,235,1986-03-08,Southern Methodist,P,Thomas Morstead
931,2541192,70,207,1990-02-26,Southern Methodist,SS,Chris Banjo
932,2556931,75,255,1993-01-10,Southern Methodist,LS,Zach Wood
933,2557906,75,246,1993-07-02,Wisconsin,LB,Vince Biegel
934,2559181,73,200,1994-02-07,Illinois,DB,Justin Hardee
935,2561206,72,202,1996-01-18,Mississippi State,DB,J.T. Gray
936,2533459,74,240,1988-03-14,Penn State,ILB,Nate Stupar
937,2560815,71,203,1996-10-01,Boston College,DB,Kam Moore
938,2561318,73,224,1996-08-14,Chattanooga,ILB,Tae Davis
939,2557862,77,300,1993-08-25,Michigan,DE,Chris Wormley
940,2561468,71,214,1995-08-23,Alcorn State,RB,De'Lance Turner
941,2559007,70,185,1994-07-15,Arizona State,WR,Tim White
942,2535613,72,232,1990-01-03,Northern Iowa,ILB,L.J. Fort
943,2553667,78,255,1992-09-21,Illinois,TE,Matt LaCosse
944,2552451,75,255,1993-05-18,Missouri,DE,Shane Ray
945,2558988,72,196,1993-11-07,Oklahoma State,CB,Lenzy Pipkins
946,238498,70,200,1986-05-22,Kent State,WR,Julian Edelman
947,2539280,74,260,1990-10-14,Ohio State,DE,John Simon
948,2559087,70,190,1993-07-13,Memphis,CB,Arthur Maulet
949,2533460,70,225,1989-12-02,Utah State,RB,Robert Turbin
950,2561131,73,202,1993-11-03,Central Arkansas,FS,George Odum
951,2561149,72,229,1995-12-12,Houston,ILB,Matthew Adams
952,2553817,74,200,1993-01-28,Georgia,SS,Corey Moore
953,2553562,73,208,1992-07-25,James Madison,DB,Dean Marlowe
954,2507374,76,210,1985-06-29,North Carolina State,K,Stephen Hauschka
955,2556526,74,235,1994-03-24,Louisiana State,LS,Reid Ferguson
956,2560840,75,307,1996-01-25,Stanford,DT,Harrison Phillips
957,2561574,72,208,1996-09-13,New Mexico,P,Corey Bojorquez
958,2558066,71,195,1996-08-11,Ohio State,WR,Curtis Samuel
959,2540152,73,215,1991-12-10,Louisiana State,SS,Eric Reid
960,2561624,75,248,1995-12-30,Northwestern,TE,Garrett Dickerson
961,2553499,69,180,1993-01-27,South Carolina,WR,Damiere Byrd
962,2533058,73,255,1990-09-24,Arizona State,OLB,Vontaze Burfict
963,2552403,75,252,1992-08-31,Florida State,TE,Nick O'Leary
964,2558864,77,252,1993-11-04,Buffalo,TE,Mason Schreck
965,2552321,75,245,1992-07-28,Clemson,MLB,Stephone Anthony
966,2560747,76,245,1993-08-24,South Carolina,TE,Hayden Hurst
967,2508107,74,210,1988-07-26,Colorado,CB,Jimmy Smith
968,2557965,76,272,1995-12-29,Texas A&M,DE,Myles Garrett
969,2559270,77,237,1994-04-30,Indiana State,TE,Robert Tonyan
970,2560883,77,214,1996-09-30,Notre Dame,WR,Equanimeous St. Brown
971,2558119,74,220,1994-09-20,North Carolina State,SS,Josh Jones
972,2556587,70,190,1994-07-25,Florida Atlantic,CB,Cre'von LeBlanc
973,2555542,73,190,1993-08-02,Penn State,FS,Jordan Lucas
974,2560808,73,209,1996-06-20,Stanford,CB,Quenton Meeks
975,2552272,78,301,1991-08-03,Stanford,DE,Henry Anderson
976,2561020,76,275,1996-06-24,North Carolina State,DE,Bradley Chubb
977,2553840,76,265,1992-05-30,"Albany, N.Y.",TE,Brian Parker
978,2555171,73,235,1992-12-22,Temple,ILB,Tyler Matakevich
979,2495136,74,240,1988-02-19,North Carolina,ILB,Bruce Carter
980,2560862,72,225,1996-07-20,North Carolina State,RB,Jaylen Samuels
981,2556443,72,198,1991-10-14,Florida Atlantic,SS,Sharrod Neasman
982,2505982,78,245,1981-06-25,Virginia,QB,Matt Schaub
983,2560897,75,244,1995-07-21,Florida State,LB,Matthew Thomas
984,2555394,73,215,1995-02-22,West Virginia,CB,Daryl Worley
985,2532870,74,247,1989-04-26,South Carolina,DE,Melvin Ingram
986,2532869,76,227,1990-03-31,Boise State,FS,George Iloka
987,2541741,73,240,1990-11-03,Virginia,MLB,LaRoy Reynolds
988,2558912,68,178,1995-04-04,Oregon State,WR,Victor Bolden
989,2532789,74,230,1989-10-27,Alabama,ILB,Mark Barron
990,2558886,75,256,1994-11-22,Washington,TE,Darrell Daniels
991,2534846,74,210,1990-02-11,Auburn,CB,Neiko Thorpe
992,2541388,75,211,1990-01-29,San Diego State,WR,Brice Butler
993,2540291,71,190,1991-02-01,South Florida,CB,Kayvon Webster
994,2495466,69,215,1989-12-21,Alabama,RB,Mark Ingram
995,2556404,75,205,1992-11-11,California,WR,Maurice Harris
996,2559385,78,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold
997,2532841,74,220,1989-11-27,Notre Dame,WR,Michael Floyd
998,2550542,70,203,1993-01-10,Colorado State,RB,Kapri Bibbs
999,2533534,74,262,1990-10-07,Miami,DE,Olivier Vernon
1000,2555366,74,206,1994-05-31,Northern Iowa,CB,Deiondre' Hall
1001,2559260,72,200,1993-12-21,Shepherd,DB,Tre Sullivan
1002,2556456,71,202,1992-10-28,Connecticut,FS,Andrew Adams
1003,2541431,72,206,1991-05-06,Central Florida,FS,Kemal Ishmael
1004,2507843,72,240,1987-09-06,Duke,OLB,Vincent Rey
1005,2558786,70,200,1994-07-27,Houston,S,Brandon Wilson
1006,2560839,70,190,1995-06-26,Western Michigan,CB,Darius Phillips
1007,2541696,71,200,1990-12-25,Towson,S,Jordan Dangerfield
1008,2561054,74,200,1995-04-16,Texas A&M,WR,Damion Ratley
1009,2539335,75,221,1990-10-10,West Virginia,QB,Geno Smith
1010,2560756,72,200,1996-04-22,Northwestern,RB,Justin Jackson
1011,2560719,74,197,1994-09-08,Virginia Tech,CB,Brandon Facyson
1012,2557931,73,200,1993-11-19,Clemson,CB,Cordrea Tankersley
1013,2553655,73,202,1991-10-09,Virginia,FS,Anthony Harris
1014,238227,73,221,1987-06-10,Ohio U.,FS,Mike Mitchell
1015,2543712,71,205,1992-03-02,Florida State,SS,Terrence Brooks
1016,2559263,76,254,1994-11-14,Texas,TE,Tyrone Swoopes
1017,2560999,72,227,1995-07-20,Central Florida,LB,Shaquem Griffin
1018,2506352,73,235,1983-03-22,Georgia,OLB,Thomas Davis
1019,2558138,71,240,1995-09-16,Oklahoma,RB,Samaje Perine
1020,2556550,70,190,1993-01-23,East Carolina,CB,Josh Hawkins
1021,2559934,76,265,1994-12-23,Southern Methodist,DE,Justin Lawler
1022,925,71,199,1986-12-27,Texas,RB,Jamaal Charles
1023,2556543,77,265,1994-02-04,North Carolina State,TE,David Grinnage
1024,2561324,73,238,1995-04-13,Rutgers,RB,Gus Edwards
1025,2552259,73,197,1992-03-27,USC,CB,Josh Shaw
1026,2495140,75,280,1988-07-06,Iowa,DE,Adrian Clayborn
1027,2552278,74,265,1993-08-16,Arkansas,DE,Trey Flowers
1028,2558924,77,300,1994-04-12,Vanderbilt,DT,Adam Butler
1029,2507948,75,254,1987-03-05,Central Michigan,OLB,Frank Zombo
1030,2550289,71,224,1992-01-28,Toledo,RB,David Fluellen
1031,2561521,68,175,1995-12-20,Texas Tech,WR,Cameron Batson
1032,2555414,75,291,1994-03-20,Michigan,DT,Willie Henry
1033,2543765,79,300,1991-05-05,Virginia,DE,Brent Urban
1034,2556650,72,345,1992-11-06,Samford,DT,Michael Pierce
1035,2506546,78,235,1983-06-15,Oregon State,QB,Derek Anderson
1036,2530700,75,205,1989-01-31,Virginia,WR,Dontrelle Inman
1037,2543739,74,200,1991-12-01,North Carolina State,CB,Dontae Johnson
1038,2560838,72,201,1995-12-16,Virginia Tech,WR,Cam Phillips
1039,2552478,78,252,1991-08-07,Oklahoma,TE,Blake Bell
1040,2543874,70,195,1992-05-30,Vanderbilt,FS,Andre Hal
1041,2561152,73,229,1994-06-17,Arkansas,RB,Dave Williams
1042,2555387,73,215,1993-05-11,Southern California,QB,Cody Kessler
1043,2552425,71,186,1992-09-23,Florida State,WR,Rashad Greene
1044,2558853,73,210,1993-07-27,Cincinnati,CB,Mike Tyson
1045,2553554,79,265,1990-12-27,Eastern Kentucky,TE,Matt Lengel
1046,2555547,71,196,1993-10-19,Notre Dame,CB,KeiVarae Russell
1047,2555262,76,235,1993-04-23,Louisiana Tech,QB,Jeff Driskel
1048,2561383,74,233,1995-07-27,Iowa,LB,Ben Niemann
1049,2561417,73,195,1996-05-16,Middle Tennessee,CB,Charvarius Ward
1050,2560967,74,231,1995-12-22,Arizona State,RB,Kalen Ballage
1051,2552374,69,203,1993-06-13,Nebraska,RB,Ameer Abdullah
1052,2558165,76,266,1994-03-18,Ohio,LB,Tarell Basham
1053,2560985,72,186,1997-10-04,Southern California,WR,Deontay Burnett
1054,2508007,70,175,1987-09-30,Minnesota,CB,Marcus Sherels
1055,2555168,73,242,1993-02-08,Missouri,MLB,Kentrell Brothers
1056,2543608,70,190,1991-04-08,Maryland,CB,Dexter McDougle
1057,2552597,74,215,1993-09-10,Central Florida,WR,Breshad Perriman
1058,2561022,74,238,1996-05-05,Wisconsin,LB,Jack Cichy
1059,2555307,73,236,1993-07-03,Oklahoma,OLB,Devante Bond
1060,2550767,75,190,1990-02-04,"California, Pa.",CB,C.J. Goodwin
1061,2560948,76,258,1995-04-01,Louisville,OLB,Trevon Young
1062,2558018,75,280,1995-08-26,Stanford,DE,Solomon Thomas
1063,2559356,70,178,1994-12-13,Utah,CB,Dominique Hatfield
1064,2561060,77,240,1995-01-26,San Diego,TE,Ross Dwelley
1065,2550198,73,218,1991-06-10,Michigan State,WR,Bennie Fowler
1066,2561001,69,190,1996-01-06,Penn State,CB,Grant Haley
1067,2553719,74,225,1993-01-23,Boston College,OLB,Josh Keyes
1068,2552602,74,305,1993-10-16,Rice,DT,Christian Covington
1069,2555388,75,347,1994-07-01,Clemson,DT,D.J. Reader
1070,2558241,72,238,1994-05-27,Ohio,OLB,Blair Brown
1071,2561041,71,193,1995-02-20,Miami,CB,Dee Delaney
1072,2553656,73,210,1993-03-15,Old Dominion,QB,Taylor Heinicke
1073,2555546,74,177,1995-07-23,Louisiana State,CB,Rashard Robinson
1074,2559287,75,254,1994-06-09,San Jose State,LB,Isaiah Irving
1075,2560724,76,260,1994-10-11,Utah,LB,Kylie Fitts
1076,2540176,78,281,1991-07-31,Michigan State,DE,William Gholston
1077,496780,78,285,1989-02-28,Florida,DE,Carlos Dunlap
1078,2556833,71,190,1994-06-30,Texas A&M,CB,De'Vante Harris
1079,2561330,76,240,1996-02-01,Central Florida,HB,Jordan Franks
1080,2495252,76,246,1989-07-23,Mississippi State,OLB,K.J. Wright
1081,497224,76,250,1987-07-25,Oregon,TE,Ed Dickson
1082,2561261,68,189,1995-09-12,Florida,WR,Brandon Powell
1083,2559293,74,199,1993-11-30,Michigan,DB,Dymonte Thomas
1084,2558129,68,173,1995-04-09,Georgia,WR,Isaiah McKenzie
1085,2561461,71,202,1995-02-26,Tulane,RB,Dontrell Hilliard
1086,2560819,71,205,1996-10-16,Wisconsin,CB,Nick Nelson
1087,2560986,73,235,1996-03-17,Penn State,LB,Jason Cabinda
1088,2532974,76,240,1989-04-26,Wake Forest,OLB,Kyle Wilber
1089,2533538,77,265,1990-02-27,Syracuse,OLB,Chandler Jones
1090,2542009,75,265,1991-08-03,Idaho,DE,Benson Mayowa
1091,2553437,77,305,1992-01-19,Delaware State,DT,Rodney Gunter
1092,2555336,76,314,1994-09-19,Mississippi,DT,Robert Nkemdiche
1093,2556655,74,211,1994-02-16,Ohio State,DB,Tyvis Powell
1094,2558273,71,195,1994-09-03,North Carolina,RB,T.J. Logan
1095,2553583,76,293,1991-08-27,Miami,DT,Olsen Pierre
1096,2561207,71,197,1995-02-02,James Madison,FS,Raven Greene
1097,2560731,76,288,1996-09-26,Stephen F. Austin,DE,John Franklin-Myers
1098,496790,75,273,1987-12-22,Southern California,DE,Everson Griffen
1099,496802,76,329,1988-10-10,East Carolina,DT,Linval Joseph
1100,2506779,75,288,1984-08-30,Southern Mississippi,DT,Tom Johnson
1101,2555529,77,265,1994-03-19,Vanderbilt,DE,Stephen Weatherly
1102,2535867,73,230,1990-09-02,Wagner,ILB,Julian Stanford
1103,496961,74,245,1988-03-03,Florida State,OLB,Dekoda Watson
1104,2558979,73,210,1995-03-21,Southern Mississippi,QB,Nick Mullens
1105,2543497,75,220,1990-09-13,Alabama,QB,AJ McCarron
1106,2555464,68,210,1993-02-22,Texas Tech,RB,DeAndre Washington
1107,2561006,72,208,1994-06-09,Florida,FS,Marcell Harris
1108,2558167,75,216,1995-01-26,Tennessee,QB,Joshua Dobbs
1109,2558975,70,192,1993-10-21,Virginia,WR,Taquan Mizzell
1110,2507731,73,240,1985-07-31,Florida State,LS,Garrison Sanborn
1111,2533000,75,205,1988-10-06,California,P,Bryan Anger
1112,2558923,74,228,1993-11-23,Michigan State,LB,Riley Bullough
1113,2531080,76,240,1988-04-17,Fresno State,OLB,Ben Jacobs
1114,2555270,79,275,1993-04-12,Penn State,OLB,Carl Nassib
1115,2553736,72,185,1993-03-31,Coastal Carolina,DB,Denzel Rice
1116,2558289,73,228,1994-12-16,Boise State,LB,Tanner Vallejo
1117,2561278,70,205,1996-03-11,Ferris State,CB,Tavierre Thomas
1118,2557934,70,214,1994-06-01,Louisiana-Lafayette,RB,Elijah McGuire
1119,2561147,72,185,1995-09-22,Southern Mississippi,CB,Cornell Armstrong
1120,2561482,70,185,1994-06-01,Northern Illinois,WR,Chad Beebe
1121,2556569,73,215,1994-06-28,Jacksonville,WR,Andy Jones
1122,2555240,75,310,1994-01-11,Temple,DE,Matthew Ioannidis
1123,2557872,74,265,1995-11-02,UCLA,DE,Takkarist McKinley
1124,2555345,73,224,1995-07-07,USC,DB,Su'a Cravens
1125,2560976,73,223,1995-07-26,Washington,LB,Keishawn Bierria
1126,2559485,72,198,1994-11-01,Washington State,WR,River Cracraft
1127,2543571,71,195,1992-01-30,Clemson,CB,Bashaud Breeland
1128,2543650,77,285,1993-02-08,South Florida,OLB,Aaron Lynch
1129,2553631,71,224,1991-09-13,South Dakota,RB,Zach Zenner
1130,2561224,75,210,1994-12-26,Temple,WR,Keith Kirkwood
1131,2495184,76,287,1989-07-10,California,DE,Cameron Jordan
1132,2560890,77,228,1997-02-03,Florida State,WR,Auden Tate
1133,2556118,73,223,1994-04-24,Washington,RB,Dwayne Washington
1134,2533542,70,200,1991-01-08,Central Florida,CB,Josh Robinson
1135,2543465,74,215,1992-11-10,Louisville,QB,Teddy Bridgewater
1136,2555215,73,215,1994-01-24,Rutgers,WR,Leonte Carroo
1137,2522602,73,243,1985-07-06,Western Washington,LS,Matt Overton
1138,2539230,76,318,1991-09-08,Georgia,NT,Abry Jones
1139,2553833,72,215,1990-11-19,Texas A&M,K,Josh Lambo
1140,2561161,77,200,1995-07-28,Mississippi State,P,Logan Cooke
1141,2561272,73,219,1996-02-26,Vanderbilt,WR,Trent Sherfield
1142,2550257,74,208,1990-03-05,Brigham Young,SS,Daniel Sorensen
1143,71435,77,251,1987-06-11,Virginia,TE,John Phillips
1144,2560914,72,179,1995-06-12,Alabama,CB,Levi Wallace
1145,2505076,76,218,1979-07-04,Sam Houston State,QB,Josh McCown
1146,2539308,74,234,1990-09-08,Southern California,QB,Matt Barkley
1147,2541848,75,235,1990-07-18,West Alabama,OLB,Deon Lacey
1148,2542246,71,224,1990-10-27,California-Davis,P,Colton Schmidt
1149,2556714,75,259,1993-04-24,Wyoming,DE,Eddie Yarbrough
1150,2540287,72,203,1988-11-25,California (PA),FS,Rontez Miles
1151,2556614,75,252,1992-11-17,Auburn,LB,Cassanova McKinzy
1152,81294,74,215,1985-10-13,Michigan State,QB,Brian Hoyer
1153,2552313,72,235,1992-04-18,USC,MLB,Hayes Pullard
1154,2558091,74,225,1996-01-06,Ohio State,WR,Noah Brown
1155,2560887,71,189,1996-08-07,Georgia State,CB,Chandon Sullivan
1156,2555333,71,185,1994-07-06,Baylor,WR,Corey Coleman
1157,2557987,69,205,1994-09-03,North Carolina State,RB,Matt Dayes
1158,2561671,74,200,1996-01-30,Illinois,WR,Malik Turner
1159,2558274,72,202,1994-08-05,Washington State,FS,Shalom Luani
1160,2558144,78,257,1994-10-24,Ashland,TE,Adam Shaheen
1161,2561527,72,198,1995-08-04,Southeast Missouri,CB,Mike Ford
1162,79583,74,309,1986-11-23,LSU,DT,Ricky Jean Francois
1163,2535718,75,350,1988-11-29,William Penn,DT,Damon Harrison
1164,2552375,70,215,1990-06-23,Auburn,RB,Cameron Artis-Payne
1165,2530474,75,260,1987-09-06,Troy,DE,Mario Addison
1166,2540159,72,246,1990-12-03,Louisiana State,MLB,Kevin Minter
1167,2560847,72,200,1995-12-07,Southern Methodist,WR,Trey Quinn
1168,2556841,69,215,1994-02-13,Oregon,RB,Byron Marshall
1169,497123,73,212,1986-09-05,Texas,QB,Colt McCoy
1170,2560961,76,216,1994-09-16,Oklahoma State,WR,Marcell Ateman
1171,2532878,70,194,1990-03-30,Iowa State,CB,Leonard Johnson
1172,2561300,74,208,1996-03-17,Penn State,WR,Saeed Blacknall
1173,2550364,73,250,1990-08-13,Iowa,LS,Casey Kreiter
1174,2559200,72,231,1994-02-21,Northwestern,LB,Joe Jones
1175,2560944,73,213,1995-04-19,California-Davis,P,Colby Wadman
1176,2553877,73,240,1991-08-15,Cal Poly,ILB,Nick Dzubnar
1177,2558303,74,210,1991-01-03,Emporia State,CB,Jeff Richards
1178,2559197,72,232,1995-02-10,Weber State,LB,Tre'Von Johnson
1179,2553790,74,190,1993-01-15,Pittsburg State,CB,DeVante Bausby
1180,2552396,77,258,1993-04-09,Notre Dame,TE,Ben Koyack
1181,2561003,72,235,1995-09-11,Alabama,LB,Shaun Dion Hamilton
1182,2558112,73,219,1995-11-09,Wyoming,HB,Brian Hill
1183,2556805,75,190,1991-08-22,Cincinnati,WR,Johnny Holton
1184,2558950,73,215,1994-09-11,Arkansas,WR,Keon Hatcher
1185,2541302,73,336,1989-02-21,Missouri Southern,DT,Brandon Williams
1186,2495228,75,268,1989-05-10,Pittsburgh,DE,Jabaal Sheard
1187,2539310,80,295,1987-07-14,Southern Methodist,DT,Margus Hunt
1188,2550646,77,285,1990-07-15,Mississippi State,DT,Denico Autry
1189,2560791,75,277,1995-01-30,Ohio State,DT,Tyquan Lewis
1190,2558189,76,224,1994-04-05,Connecticut,DB,Obi Melifonwu
1191,2550313,76,257,1992-01-22,California,TE,Richard Rodgers
1192,2560938,72,194,1995-11-16,North Texas,RB,Jeff Wilson
1193,2540170,73,205,1991-12-08,North Carolina State,CB,David Amerson
1194,2508109,77,295,1989-05-06,Ohio State,DT,Cameron Heyward
1195,2550545,74,185,1991-03-16,Rice,K,Chris Boswell
1196,2553348,77,195,1991-03-18,Eastern Kentucky,P,Jordan Berry
1197,2556421,76,245,1992-08-20,Portland State,LS,Kameron Canaday
1198,2506969,73,222,1982-08-13,Nebraska,P,Sam Koch
1199,2508008,76,233,1986-04-26,Tennessee,LS,Morgan Cox
1200,2533033,74,213,1990-02-12,Baylor,QB,Robert Griffin III
1201,2555419,71,207,1995-03-07,South Carolina,WR,Pharoh Cooper
1202,2553548,76,209,1992-02-17,Wisconsin-Whitewater,WR,Jake Kumerow
1203,2532928,70,210,1988-12-17,Oregon,SS,Eddie Pleasant
1204,2552273,75,260,1991-03-13,Missouri,OLB,Markus Golden
1205,2558071,74,195,1996-02-09,Virginia Tech,WR,Isaiah Ford
